Geschlecht,Alter,Wohnort,Ziel hoehere Bildung,Ausbildung der Mutter,Ausbildung des Vaters,woechentliche Lernzeit in h,Nachhilfe,Alkoholkonsum werktags,Alkoholkonsum am Wochenende,Feiern gehen,Freizeit nach der Schule,in einer Beziehung,Note
weiblich,17.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,niedrig,moderat,moderat,nein,befriedigend - ausreichend
weiblich,17.0,Stadt,ja,ab der 9. Klasse,5.-9. Klasse,2.0,nein,sehr niedrig,niedrig,moderat,wenig,ja,befriedigend - ausreichend
maennlich,18.0,Stadt,ja,Grundschule,Grundschule,1.0,nein,sehr niedrig,niedrig,wenig,moderat,ja,befriedigend - ausreichend
weiblich,18.0,Land,ja,Grundschule,"hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,hoch,viel,moderat,ja,befriedigend - ausreichend
maennlich,18.0,Land,nein,Grundschule,Grundschule,2.0,nein,niedrig,moderat,moderat,viel,nein,befriedigend - ausreichend
weiblich,18.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,2.0,nein,sehr niedrig,moderat,wenig,moderat,ja,befriedigend - ausreichend
weiblich,17.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,sehr niedrig,viel,moderat,ja,sehr gut - gut
maennlich,18.0,Land,ja,Grundschule,ab der 9. Klasse,2.0,nein,niedrig,hoch,viel,moderat,nein,befriedigend - ausreichend
maennlich,18.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",3.0,nein,niedrig,niedrig,wenig,wenig,ja,befriedigend - ausreichend
weiblich,17.0,Land,ja,Grundschule,Grundschule,1.0,nein,sehr niedrig,niedrig,sehr wenig,wenig,ja,durchgefallen
weiblich,18.0,Stadt,ja,5.-9. Klasse,ab der 9. Klasse,1.0,nein,sehr niedrig,niedrig,moderat,wenig,ja,befriedigend - ausreichend
weiblich,18.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,hoch,niedrig,wenig,wenig,ja,befriedigend - ausreichend
weiblich,19.0,Stadt,ja,ab der 9. Klasse,5.-9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,wenig,wenig,ja,durchgefallen
maennlich,18.0,Land,nein,Grundschule,5.-9. Klasse,1.0,nein,niedrig,moderat,moderat,moderat,ja,befriedigend - ausreichend
weiblich,17.0,Land,ja,Grundschule,5.-9. Klasse,1.0,nein,sehr niedrig,moderat,sehr viel,sehr viel,nein,durchgefallen
weiblich,18.0,Land,ja,Grundschule,Grundschule,3.0,nein,sehr niedrig,niedrig,wenig,moderat,nein,befriedigend - ausreichend
weiblich,20.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,3.0,nein,sehr niedrig,sehr niedrig,moderat,viel,ja,sehr gut - gut
weiblich,18.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,moderat,hoch,moderat,viel,nein,befriedigend - ausreichend
weiblich,18.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,2.0,nein,sehr niedrig,niedrig,moderat,sehr wenig,ja,sehr gut - gut
weiblich,17.0,Land,ja,ab der 9. Klasse,Grundschule,2.0,nein,niedrig,moderat,viel,sehr viel,nein,befriedigend - ausreichend
maennlich,18.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,hoch,viel,wenig,nein,befriedigend - ausreichend
maennlich,18.0,Land,ja,5.-9. Klasse,Grundschule,1.0,nein,sehr niedrig,moderat,moderat,viel,ja,durchgefallen
maennlich,17.0,Stadt,ja,5.-9. Klasse,ab der 9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,moderat,viel,nein,befriedigend - ausreichend
maennlich,18.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,1.0,nein,hoch,moderat,moderat,viel,nein,durchgefallen
weiblich,18.0,Land,ja,5.-9. Klasse,5.-9. Klasse,3.0,nein,sehr niedrig,moderat,moderat,moderat,nein,befriedigend - ausreichend
weiblich,18.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,niedrig,niedrig,moderat,viel,ja,durchgefallen
weiblich,19.0,Land,ja,5.-9. Klasse,ab der 9. Klasse,3.0,nein,sehr niedrig,niedrig,wenig,viel,nein,durchgefallen
weiblich,18.0,Stadt,ja,ab der 9. Klasse,Grundschule,2.0,nein,sehr niedrig,sehr niedrig,viel,moderat,nein,durchgefallen
weiblich,18.0,Stadt,ja,Grundschule,Grundschule,2.0,nein,sehr niedrig,sehr niedrig,sehr wenig,sehr wenig,nein,durchgefallen
maennlich,20.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,2.0,nein,hoch,sehr hoch,viel,sehr viel,nein,durchgefallen
maennlich,17.0,Stadt,ja,ab der 9. Klasse,Grundschule,1.0,nein,moderat,hoch,sehr viel,viel,nein,sehr gut - gut
maennlich,21.0,Land,ja,Grundschule,Grundschule,1.0,nein,moderat,moderat,moderat,sehr viel,nein,durchgefallen
maennlich,18.0,Land,ja,ab der 9. Klasse,5.-9. Klasse,1.0,nein,moderat,hoch,sehr wenig,viel,nein,befriedigend - ausreichend
maennlich,19.0,Stadt,ja,Grundschule,Grundschule,1.0,nein,moderat,moderat,moderat,wenig,nein,durchgefallen
weiblich,18.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,ja,sehr niedrig,sehr niedrig,viel,moderat,nein,befriedigend - ausreichend
weiblich,17.0,Stadt,ja,Grundschule,Grundschule,2.0,nein,sehr niedrig,sehr niedrig,moderat,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,Grundschule,Grundschule,2.0,ja,niedrig,moderat,wenig,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,3.0,nein,sehr niedrig,sehr niedrig,wenig,wenig,ja,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,2.0,nein,sehr niedrig,niedrig,wenig,moderat,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,2.0,nein,sehr niedrig,niedrig,wenig,viel,nein,befriedigend - ausreichend
weiblich,17.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,ja,sehr niedrig,sehr niedrig,viel,sehr wenig,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,ab der 9. Klasse,5.-9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,wenig,wenig,nein,sehr gut - gut
maennlich,15.0,Stadt,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,sehr niedrig,sehr wenig,sehr viel,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,niedrig,moderat,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,5.-9. Klasse,Grundschule,3.0,nein,sehr niedrig,sehr niedrig,wenig,wenig,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,sehr niedrig,moderat,moderat,moderat,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,2.0,nein,sehr niedrig,niedrig,moderat,viel,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,sehr niedrig,niedrig,viel,viel,nein,sehr gut - gut
weiblich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",3.0,nein,sehr niedrig,niedrig,moderat,wenig,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,2.0,ja,sehr niedrig,sehr niedrig,wenig,moderat,nein,befriedigend - ausreichend
maennlich,17.0,Stadt,ja,ab der 9. Klasse,5.-9. Klasse,1.0,nein,niedrig,hoch,sehr viel,sehr viel,nein,durchgefallen
maennlich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",,1.0,nein,sehr niedrig,moderat,moderat,sehr wenig,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,2.0,nein,sehr niedrig,moderat,sehr wenig,sehr viel,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,2.0,nein,niedrig,hoch,viel,viel,nein,befriedigend - ausreichend
weiblich,15.0,Land,ja,5.-9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",3.0,ja,sehr niedrig,sehr niedrig,wenig,moderat,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,1.0,nein,sehr niedrig,moderat,wenig,wenig,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,1.0,nein,sehr niedrig,niedrig,wenig,wenig,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,1.0,nein,niedrig,hoch,viel,wenig,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",2.0,ja,sehr niedrig,sehr niedrig,moderat,moderat,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr hoch,sehr hoch,sehr viel,viel,ja,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,sehr niedrig,sehr wenig,moderat,nein,sehr gut - gut
maennlich,16.0,Stadt,ja,ab der 9. Klasse,5.-9. Klasse,1.0,nein,sehr niedrig,sehr niedrig,moderat,viel,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,5.-9. Klasse,ab der 9. Klasse,1.0,nein,sehr niedrig,sehr niedrig,sehr wenig,sehr viel,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,3.0,nein,sehr niedrig,sehr niedrig,moderat,viel,nein,befriedigend - ausreichend
maennlich,16.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",3.0,nein,sehr niedrig,sehr niedrig,moderat,viel,ja,befriedigend - ausreichend
weiblich,15.0,Land,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",3.0,ja,sehr niedrig,sehr niedrig,wenig,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Land,ja,5.-9. Klasse,5.-9. Klasse,1.0,ja,sehr niedrig,sehr niedrig,sehr wenig,moderat,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,2.0,nein,sehr niedrig,niedrig,moderat,moderat,ja,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,sehr niedrig,moderat,moderat,nein,sehr gut - gut
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,2.0,ja,sehr niedrig,sehr niedrig,wenig,wenig,ja,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,2.0,nein,sehr niedrig,hoch,sehr viel,moderat,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,4.0,nein,sehr niedrig,sehr niedrig,wenig,wenig,nein,sehr gut - gut
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,2.0,nein,niedrig,niedrig,moderat,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,ja,sehr niedrig,sehr niedrig,viel,viel,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,2.0,nein,niedrig,moderat,moderat,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,moderat,moderat,nein,sehr gut - gut
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,1.0,nein,moderat,hoch,sehr viel,sehr viel,nein,durchgefallen
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,ja,niedrig,moderat,viel,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,1.0,nein,hoch,hoch,viel,moderat,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,Grundschule,2.0,nein,sehr niedrig,sehr niedrig,viel,moderat,ja,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,wenig,moderat,nein,sehr gut - gut
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,sehr niedrig,wenig,wenig,nein,sehr gut - gut
maennlich,15.0,Stadt,ja,Grundschule,5.-9. Klasse,2.0,ja,sehr niedrig,sehr niedrig,wenig,moderat,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,moderat,wenig,nein,sehr gut - gut
weiblich,16.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,niedrig,moderat,viel,viel,nein,sehr gut - gut
weiblich,16.0,Stadt,ja,Grundschule,Grundschule,1.0,ja,sehr hoch,sehr hoch,sehr viel,sehr viel,ja,sehr gut - gut
weiblich,16.0,Stadt,ja,Grundschule,5.-9. Klasse,2.0,ja,sehr niedrig,sehr niedrig,moderat,viel,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,3.0,ja,niedrig,hoch,viel,viel,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",4.0,nein,sehr hoch,sehr hoch,moderat,moderat,ja,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,ab der 9. Klasse,Grundschule,4.0,ja,sehr niedrig,niedrig,moderat,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Land,ja,5.-9. Klasse,5.-9. Klasse,2.0,ja,sehr niedrig,moderat,moderat,sehr wenig,nein,befriedigend - ausreichend
weiblich,15.0,Land,ja,ab der 9. Klasse,Grundschule,4.0,nein,niedrig,moderat,wenig,viel,nein,sehr gut - gut
maennlich,16.0,Stadt,ja,ab der 9. Klasse,Grundschule,4.0,nein,sehr niedrig,sehr niedrig,wenig,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Land,ja,Grundschule,Grundschule,2.0,ja,niedrig,hoch,viel,moderat,ja,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,ab der 9. Klasse,Grundschule,1.0,nein,niedrig,niedrig,wenig,moderat,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,2.0,ja,niedrig,hoch,moderat,moderat,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,2.0,nein,niedrig,moderat,moderat,moderat,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",keine,4.0,nein,sehr niedrig,sehr niedrig,moderat,viel,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,4.0,nein,sehr niedrig,moderat,moderat,wenig,ja,befriedigend - ausreichend
maennlich,17.0,Stadt,nein,5.-9. Klasse,Grundschule,1.0,ja,sehr niedrig,sehr niedrig,sehr wenig,sehr viel,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,niedrig,moderat,viel,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,5.-9. Klasse,ab der 9. Klasse,1.0,ja,sehr niedrig,moderat,wenig,wenig,ja,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,5.-9. Klasse,ab der 9. Klasse,3.0,ja,sehr niedrig,niedrig,wenig,moderat,nein,durchgefallen
weiblich,15.0,Stadt,ja,ab der 9. Klasse,5.-9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,viel,viel,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,2.0,nein,sehr niedrig,moderat,moderat,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,niedrig,moderat,viel,viel,ja,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,2.0,nein,sehr niedrig,niedrig,viel,moderat,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,wenig,viel,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,moderat,sehr hoch,moderat,sehr wenig,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,3.0,nein,sehr niedrig,moderat,moderat,moderat,ja,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,1.0,nein,sehr niedrig,moderat,sehr viel,sehr viel,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,ab der 9. Klasse,Grundschule,2.0,ja,niedrig,moderat,moderat,moderat,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",5.-9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,moderat,moderat,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,4.0,nein,sehr niedrig,sehr niedrig,viel,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Land,ja,Grundschule,Grundschule,4.0,ja,sehr niedrig,sehr niedrig,wenig,sehr wenig,nein,befriedigend - ausreichend
maennlich,16.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,1.0,ja,sehr niedrig,sehr niedrig,moderat,moderat,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,Grundschule,2.0,nein,sehr niedrig,sehr niedrig,sehr viel,moderat,ja,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,sehr niedrig,niedrig,viel,moderat,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)",ab der 9. Klasse,3.0,ja,sehr niedrig,sehr niedrig,sehr viel,moderat,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,ja,sehr hoch,sehr hoch,sehr viel,sehr viel,nein,durchgefallen
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,sehr niedrig,sehr niedrig,moderat,moderat,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,ab der 9. Klasse,5.-9. Klasse,2.0,ja,sehr niedrig,sehr niedrig,sehr viel,moderat,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,sehr niedrig,viel,viel,nein,sehr gut - gut
weiblich,15.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,4.0,ja,sehr niedrig,sehr niedrig,wenig,sehr wenig,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,3.0,nein,sehr niedrig,sehr niedrig,moderat,moderat,nein,befriedigend - ausreichend
maennlich,15.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",4.0,nein,moderat,sehr hoch,sehr viel,moderat,ja,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",3.0,nein,sehr niedrig,sehr niedrig,sehr viel,viel,ja,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,sehr niedrig,sehr niedrig,moderat,sehr viel,nein,befriedigend - ausreichend
weiblich,16.0,Land,ja,ab der 9. Klasse,ab der 9. Klasse,3.0,ja,sehr niedrig,sehr niedrig,wenig,sehr wenig,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,2.0,ja,sehr niedrig,sehr niedrig,wenig,sehr wenig,nein,befriedigend - ausreichend
maennlich,15.0,Land,ja,5.-9. Klasse,Grundschule,2.0,nein,sehr niedrig,sehr niedrig,wenig,viel,ja,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,niedrig,viel,viel,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,sehr niedrig,moderat,viel,nein,sehr gut - gut
maennlich,16.0,Stadt,ja,ab der 9. Klasse,ab der 9. Klasse,1.0,nein,sehr niedrig,sehr niedrig,wenig,viel,nein,sehr gut - gut
maennlich,17.0,Land,ja,Grundschule,ab der 9. Klasse,2.0,nein,sehr niedrig,hoch,viel,wenig,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,sehr niedrig,niedrig,moderat,viel,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,Grundschule,5.-9. Klasse,2.0,nein,sehr niedrig,niedrig,moderat,wenig,nein,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,4.0,nein,sehr niedrig,niedrig,viel,sehr viel,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,niedrig,wenig,wenig,ja,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,sehr niedrig,hoch,viel,viel,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,2.0,nein,sehr niedrig,sehr niedrig,viel,viel,ja,befriedigend - ausreichend
maennlich,15.0,Stadt,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",1.0,ja,moderat,niedrig,sehr viel,sehr viel,nein,durchgefallen
weiblich,19.0,Stadt,nein,keine,Grundschule,2.0,nein,sehr niedrig,sehr niedrig,wenig,viel,nein,befriedigend - ausreichend
maennlich,16.0,Land,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,niedrig,sehr hoch,sehr viel,sehr viel,nein,sehr gut - gut
maennlich,16.0,Stadt,ja,5.-9. Klasse,ab der 9. Klasse,3.0,nein,niedrig,niedrig,moderat,wenig,ja,befriedigend - ausreichend
weiblich,15.0,Land,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",3.0,nein,niedrig,niedrig,wenig,wenig,ja,befriedigend - ausreichend
weiblich,18.0,Stadt,nein,5.-9. Klasse,Grundschule,2.0,nein,sehr niedrig,moderat,sehr viel,viel,ja,durchgefallen
weiblich,17.0,Stadt,ja,5.-9. Klasse,Grundschule,1.0,nein,sehr niedrig,niedrig,wenig,wenig,nein,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,Grundschule,Grundschule,1.0,nein,sehr niedrig,niedrig,moderat,moderat,ja,befriedigend - ausreichend
weiblich,17.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,1.0,nein,sehr niedrig,moderat,viel,viel,ja,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",1.0,nein,sehr niedrig,hoch,sehr wenig,wenig,nein,befriedigend - ausreichend
maennlich,16.0,Stadt,ja,5.-9. Klasse,Grundschule,1.0,nein,sehr niedrig,sehr niedrig,sehr wenig,wenig,nein,befriedigend - ausreichend
weiblich,16.0,Stadt,ja,5.-9. Klasse,5.-9. Klasse,1.0,nein,sehr niedrig,sehr niedrig,viel,moderat,nein,befriedigend - ausreichend
maennlich,15.0,Land,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,sehr niedrig,sehr niedrig,moderat,moderat,ja,befriedigend - ausreichend
weiblich,15.0,Stadt,ja,"hoehere Bildung (Ausbildung, Studium, ...)","hoehere Bildung (Ausbildung, Studium, ...)",3.0,nein,sehr niedrig,sehr niedrig,moderat,moderat,ja,sehr gut - gut
maennlich,17.0,Land,ja,ab der 9. Klasse,"hoehere Bildung (Ausbildung, Studium, ...)",2.0,nein,niedrig,hoch,sehr viel,viel,nein,befriedigend - ausreichend
weiblich,16.0,Land,ja,Grundschule,Grundschule,2.0,nein,sehr niedrig,sehr niedrig,moderat,sehr wenig,nein,befriedigend - ausreichend
